date;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;temp_dailyMean;temp_dailyMax;temp_dailyMin;hum_7h;hum_14h;hum_19h;windBeauf_7h;windBeauf_14h;windBeauf_19h;precip
2013-10-26;10;1;3;;17.4;13.0;14.6;17.8;11.3;96;71;93;1;2;1;0
2013-10-27;10;9;9;11.0;18.1;14.9;14.5;19.2;9.8;97;69;89;1;2;2;0.4
2013-10-28;9;7;5;14.4;20.4;16.7;17.6;21.0;14.2;87;63;84;2;3;2;0
2013-10-29;9;10;10;10.1;13.8;;13.2;16.7;9.7;97;62;67;1;3;2;1.5
2013-10-30;10;9;9;11.1;12.3;10.8;11.8;12.9;10.6;78;78;76;3;3;2;Spuren
2013-10-31;2;3;0;4.2;12.2;9.5;8.5;12.8;4.2;98;65;72;1;2;2;0
2013-11-01;5;5;3;5.6;13.1;9.1;8.7;13.5;3.9;97;63;91;1;2;0;0
2013-11-02;10;10;5;8.4;10.6;9.2;8.5;10.8;6.2;96;82;90;2;1;2;Spuren
2013-11-03;10;10;9;7.3;12.3;10.0;10.2;13.4;7.0;96;92;66;1;4;4;3
2013-11-04;9;9;10;7.4;11.0;9.0;9.7;12.1;7.2;79;71;89;1;4;2;5.3
2013-11-05;10;10;9;9.5;9.7;7.7;8.3;9.9;6.7;95;66;59;3;2;2;1.4
2013-11-06;8;9;10;9.0;10.6;9.0;6.8;11.5;2.0;73;63;71;4;4;4;3.1
2013-11-07;9;4;7;13.9;19.1;;13.8;19.7;7.9;66;46;56;3;4;2;0
2013-11-08;7;1;0;7.2;16.8;42.0;12.3;17.4;7.1;97;60;90;1;2;2;Spuren
2013-11-09;7;10;9;10.0;11.4;9.1;10.3;12.1;8.4;92;72;83;3;3;3;3.1
2013-11-10;7;8;9;5.5;11.2;8.6;8.8;12.6;4.9;96;65;89;2;3;2;14.5
2013-11-11;10;9;10;5.1;8.0;7.0;7.1;9.1;5.0;93;60;64;4;4;3;0.1
2013-11-12;3;1;1;2.7;40.0;5.3;5.2;8.0;2.4;82;64;85;2;1;2;0
2013-11-13;10;8;10;6.1;8.0;6.9;5.7;8.3;3.0;81;66;74;3;3;3;0
2013-11-14;1;6;10;0.7;5.8;5.4;3.8;7.0;0.5;93;75;95;1;2;1;1
2013-11-15;10;10;9;4.8;6.8;;5.9;7.3;4.5;98;87;94;1;1;1;Spuren
2013-11-16;10;9;7;4.0;8.9;4.6;6.0;9.0;2.9;99;79;96;1;1;1;0
2013-11-17;10;9;10;40.0;6.5;5.6;5.0;7.4;2.5;99;89;97;1;3;2;0
2013-11-18;10;9;10;5.4;8.3;7.3;6.9;8.5;5.2;91;78;88;2;4;3;0
2013-11-19;10;10;10;6.8;7.3;7.1;6.9;7.4;6.3;92;86;87;3;3;4;0.3
2013-11-20;10;10;9;6.9;8.2;7.0;7.6;9.0;6.2;94;60;65;2;2;2;0.2
2013-11-21;10;10;10;4.6;6.5;7.2;5.5;7.7;3.2;87;92;97;2;3;3;0.1
2013-11-22;10;10;10;6.0;6.7;7.2;6.5;7.3;5.6;93;88;88;2;2;1;1.4
2013-11-23;10;10;10;7.0;9.1;7.4;8.0;9.2;6.8;92;78;85;3;3;2;3.7
2013-11-24;10;10;9;8.0;8.1;;7.1;8.6;5.6;94;92;78;3;4;4;2.9
2013-11-25;6;10;6;0.7;2.7;1.5;3.0;5.6;0.4;55;50;58;5;4;4;Spuren
2013-11-26;1;9;9;40.0;0.7;1.1;1.0;2.0;0.0;68;92;77;4;4;3;0.8
2013-11-27;5;2;0;0.1;3.2;0.5;1.7;3.5;-0.2;73;54;62;3;3;3;0
2013-11-28;0;10;9;-0.9;1.3;40.0;0.7;3.1;-1.7;64;57;73;2;4;4;Spuren
2013-11-29;9;9;9;;4.2;3.6;2.6;4.7;0.5;74;68;75;3;3;2;Spuren
2013-11-30;10;3;8;4.4;6.8;4.8;5.2;7.4;3.0;77;56;69;3;4;3;0
2013-12-01;9;6;5;3.9;7.5;;5.6;8.0;3.2;73;57;69;3;2;3;Spuren
2013-12-02;8;1;0;3.9;7.7;2.5;5.3;8.2;2.4;81;57;76;3;3;1;0
2013-12-03;2;9;4;-2.4;5.0;2.2;1.4;5.4;-2.6;93;62;80;1;3;2;0
2013-12-04;10;9;2;-2.1;-0.1;2.2;-0.3;2.2;-2.8;100;90;77;1;2;3;0.1
2013-12-05;10;2;10;2.7;6.0;4.0;4.0;6.2;1.8;91;66;70;4;3;2;3.5
2013-12-06;10;7;8;4.0;3.7;2.1;4.3;7.2;1.3;70;64;70;3;4;4;3.2
2013-12-07;5;8;8;1.5;2.0;40.0;2.4;4.3;0.4;59;84;67;4;4;4;0.4
2013-12-08;9;5;8;4.5;6.5;5.4;5.0;7.6;2.4;82;70;75;4;4;3;Spuren
2013-12-09;3;10;9;6.7;5.8;6.3;5.9;7.1;4.7;64;90;83;6;6;5;6.3
2013-12-10;10;10;9;6.7;5.3;5.4;6.5;7.8;5.1;96;88;81;3;2;1;0.1
2013-12-11;10;10;10;2.1;2.1;1.9;3.2;5.6;0.8;82;76;81;2;2;2;0
2013-12-12;10;10;10;1.3;1.8;;1.6;2.1;1.1;98;98;99;1;2;1;Spuren
2013-12-13;10;9;10;0.3;2.8;;1.7;3.1;0.2;97;89;94;2;1;2;0
2013-12-14;10;0;0;1.2;5.1;0.3;3.0;5.9;0.1;94;72;97;1;1;2;0
2013-12-15;10;2;9;5.4;8.5;6.8;4.1;8.8;-0.6;79;51;51;3;3;2;0
2013-12-16;2;10;10;-1.0;0.0;-0.7;2.5;6.8;-1.9;98;97;98;1;2;3;Spuren
2013-12-17;10;10;10;-1.9;-1.4;-1.5;-1.5;-0.7;-2.3;99;95;97;3;3;3;Spuren
2013-12-18;10;10;10;-2.1;-1.4;-1.7;-1.9;-1.3;-2.4;94;89;89;3;2;2;Spuren
2013-12-19;10;10;10;-3.0;-2.6;-1.9;-2.5;-1.7;-3.2;97;91;87;3;2;1;Spuren
2013-12-20;10;10;10;-1.1;-0.4;0.8;-0.6;0.8;-1.9;98;97;90;2;2;1;Spuren
2013-12-21;1;1;0;-0.7;5.7;0.4;2.4;5.9;-1.2;97;76;96;1;2;2;0
2013-12-22;10;10;10;;1.9;1.7;1.2;2.1;0.3;99;98;97;2;3;3;Spuren
2013-12-23;9;8;10;0.8;4.7;40.0;2.7;4.8;0.6;92;83;98;2;2;2;0
2013-12-24;9;1;1;4.2;11.1;8.8;6.5;11.3;1.6;95;60;66;3;3;3;0
2013-12-25;7;9;10;6.5;;12.4;8.3;13.3;3.3;78;57;55;2;4;4;Spuren
2013-12-26;9;9;9;10.0;9.6;8.2;10.2;12.5;7.9;63;70;83;5;4;2;4.2
2013-12-27;9;3;0;6.1;8.9;5.6;7.3;9.3;5.3;80;68;84;3;2;2;0
2013-12-28;0;4;1;4.6;8.4;6.4;5.8;8.4;3.1;92;74;88;2;4;2;0
2013-12-29;7;9;10;7.4;8.0;7.2;5.7;8.5;2.9;71;65;63;3;3;3;Spuren
2013-12-30;9;9;10;4.9;6.4;4.4;5.9;7.4;4.3;71;66;74;2;2;1;Spuren
2013-12-31;10;10;9;3.0;4.2;4.3;3.8;4.6;3.0;90;97;93;1;2;2;0.3
