date;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;temp_dailyMean;temp_dailyMax;temp_dailyMin;hum_7h;hum_14h;hum_19h;windBeauf_7h;windBeauf_14h;windBeauf_19h;precip
2009-09-20;6;5;5;;23.5;19.0;19.1;24.1;14.1;83;59;69;2;2;2;0
2009-09-21;1;2;2;13.8;;18.5;18.5;24.1;12.9;94;60;71;1;2;1;0
2009-09-22;0;1;1;;24.2;18.2;18.8;24.7;12.9;94;53;72;0;2;1;0
2009-09-23;1;1;0;13.5;24.2;18.9;18.7;24.8;12.5;90;60;71;1;2;1;0
2009-09-24;4;7;8;;23.2;18.7;19.5;23.4;15.5;77;58;70;2;2;2;0
2009-09-25;9;7;2;16.0;19.3;;17.6;19.8;15.4;77;63;69;2;2;3;Spuren
2009-09-26;2;2;2;11.4;19.7;14.8;15.0;19.9;10.0;78;57;67;2;2;2;0
2009-09-27;6;6;6;10.6;21.9;17.4;16.1;22.6;9.5;85;54;59;1;3;2;0
2009-09-28;1;1;2;11.8;23.1;18.4;16.8;23.1;10.5;92;57;66;1;3;3;0
2009-09-29;9;2;5;16.8;21.0;17.3;17.8;21.6;13.9;68;58;62;4;4;3;Spuren
2009-09-30;10;9;6;15.5;70.0;13.9;16.8;19.7;13.9;72;71;86;3;3;1;0.1
2009-10-01;7;4;5;12.2;20.9;16.1;16.4;21.1;11.7;95;61;71;0;3;2;Spuren
2009-10-02;10;10;3;12.4;12.9;11.2;13.8;16.6;11.0;77;73;86;2;2;2;0.2
2009-10-03;8;1;6;9.4;17.7;14.0;13.3;17.7;8.8;80;48;65;1;2;2;0
2009-10-04;1;1;1;40.0;21.1;14.4;14.6;21.5;7.6;89;46;68;1;4;2;0
2009-10-05;4;2;10;12.4;19.6;17.6;15.3;20.0;10.5;74;54;61;3;2;2;0.8
2009-10-06;4;3;8;13.8;23.8;19.8;18.6;23.9;13.2;88;59;76;2;1;2;1.4
2009-10-07;3;5;4;16.9;27.0;19.8;21.6;27.1;16.0;88;48;74;3;3;2;0
2009-10-08;7;8;7;14.9;25.8;21.4;20.1;26.5;13.6;90;51;59;1;3;2;4.2
2009-10-09;10;10;9;13.7;12.7;13.0;16.8;21.4;12.2;85;84;75;2;2;2;0.8
2009-10-10;10;9;9;11.3;14.5;13.2;12.7;14.7;10.7;83;79;89;1;1;2;2
2009-10-11;9;8;8;12.9;15.5;11.8;14.3;16.7;11.8;88;63;77;3;4;2;2.7
2009-10-12;10;10;7;11.0;10.3;9.3;11.3;13.2;9.3;90;78;77;1;4;4;5.7
2009-10-13;3;5;4;40.0;9.2;5.4;7.3;9.4;5.2;71;54;70;4;4;4;0.1
2009-10-14;10;10;10;4.3;5.2;4.5;5.2;6.4;3.9;71;66;68;4;5;5;1
2009-10-15;10;10;10;2.3;3.9;2.4;3.0;4.5;1.5;84;82;88;5;3;4;9.3
2009-10-16;6;9;10;3.6;40.0;4.2;4.1;6.1;2.1;80;74;85;5;4;4;4
2009-10-17;8;7;10;4.6;6.9;4.2;6.1;8.1;4.1;83;74;91;3;2;1;1.9
2009-10-18;9;8;7;;8.5;4.5;5.9;8.7;3.0;89;63;86;2;2;2;0.1
2009-10-19;8;7;9;5.1;7.4;6.6;6.2;8.2;4.1;81;64;63;2;2;3;0.1
2009-10-20;10;10;5;4.3;6.3;5.3;5.6;7.0;4.1;85;80;80;1;2;2;0.1
2009-10-21;10;2;2;3.5;8.8;6.9;5.5;9.2;1.8;92;71;84;2;3;2;0
2009-10-22;10;9;10;6.4;11.4;11.6;7.7;11.6;3.8;93;78;96;1;1;1;1.9
2009-10-23;8;9;6;8.6;12.1;8.8;10.5;13.0;8.0;88;74;86;2;2;2;Spuren
2009-10-24;10;9;6;10.2;11.7;10.3;10.3;11.8;8.7;80;75;81;3;3;2;Spuren
2009-10-25;3;3;1;4.3;13.2;8.5;8.9;13.5;4.2;96;68;91;1;2;1;0
2009-10-26;10;10;10;5.6;11.9;11.1;8.1;12.0;4.2;97;79;90;1;2;1;0.1
2009-10-27;8;8;8;10.8;;12.2;12.3;15.6;9.0;78;68;74;3;4;3;Spuren
2009-10-28;9;9;9;10.8;12.8;11.0;12.1;13.5;10.7;75;69;71;2;2;2;0.1
2009-10-29;10;10;10;8.6;10.0;10.3;9.2;11.1;7.3;91;90;89;1;3;3;4.7
2009-10-30;1;9;1;3.3;7.4;4.4;6.6;10.4;2.8;85;66;74;2;0;2;0
2009-10-31;10;10;10;1.1;3.7;1.8;2.3;4.6;-0.1;91;83;85;1;2;3;0
2009-11-01;10;10;10;1.2;3.2;3.5;1.7;3.7;-0.3;90;88;85;2;2;2;0
2009-11-02;9;9;10;1.9;5.9;5.4;4.0;6.1;1.8;89;73;72;4;4;4;11
2009-11-03;10;10;10;1.4;1.0;1.0;3.0;5.4;0.5;97;92;97;3;2;2;8.6
2009-11-04;10;10;10;1.7;2.9;3.3;2.3;3.5;1.0;96;94;96;2;3;2;6.9
2009-11-05;10;10;10;3.7;5.1;5.9;4.6;5.9;3.3;98;93;93;2;2;2;Spuren
2009-11-06;10;10;10;4.8;5.3;4.8;5.4;6.3;4.5;90;92;93;3;2;2;4.5
2009-11-07;10;10;9;4.9;7.6;40.0;6.5;8.5;4.5;96;86;89;1;2;2;0.1
2009-11-08;10;10;10;5.2;8.1;8.1;6.9;8.7;5.0;93;85;91;2;2;3;4.5
2009-11-09;9;7;9;7.5;11.6;8.5;9.5;12.0;6.9;96;73;88;2;2;2;0
2009-11-10;10;10;10;7.2;40.0;4.7;6.5;8.5;4.4;88;75;87;2;4;4;31.2
2009-11-11;10;9;10;3.9;6.2;7.1;5.3;7.1;3.5;90;86;79;5;4;4;4.3
2009-11-12;9;2;8;5.7;10.0;40.0;7.9;10.5;5.2;74;60;66;4;4;3;0.1
2009-11-13;2;3;4;4.2;12.0;7.7;8.3;12.4;4.2;92;66;84;1;2;1;0
2009-11-14;10;10;9;5.3;8.7;9.0;6.4;9.1;3.7;94;85;90;2;3;2;Spuren
2009-11-15;8;4;8;10.7;14.4;8.7;11.4;15.0;7.7;74;57;81;4;3;2;0
2009-11-16;10;9;10;8.4;10.8;10.1;9.1;10.9;7.2;86;79;85;0;1;2;0.2
2009-11-17;7;10;9;8.7;9.8;40.0;9.2;10.2;8.2;92;90;94;2;2;2;0.5
2009-11-18;9;6;1;12.9;13.0;7.9;12.2;16.6;7.8;71;69;86;4;0;2;0
2009-11-19;4;5;2;10.6;16.0;8.4;11.2;16.3;6.0;64;51;82;3;2;2;0
2009-11-20;0;1;10;2.6;9.9;6.5;6.7;11.1;2.2;96;75;94;1;2;1;0
2009-11-21;10;4;10;5.3;8.2;;6.6;8.3;4.9;97;84;95;1;2;2;0
2009-11-22;10;10;10;4.7;;5.0;5.4;6.7;4.1;99;92;89;2;1;1;1.4
2009-11-23;10;3;3;4.6;13.2;8.4;9.1;14.1;4.0;94;53;80;1;3;2;1.4
2009-11-24;6;8;8;12.2;13.9;13.1;11.0;14.9;7.1;62;62;73;3;4;4;0.3
2009-11-25;8;1;0;10.9;60.0;8.3;12.2;16.0;8.3;67;55;82;2;1;2;0
2009-11-26;8;6;4;5.0;12.7;7.7;8.7;13.0;4.4;89;60;77;2;2;2;0
2009-11-27;4;10;0;2.1;5.9;3.7;4.9;7.8;2.0;94;91;94;1;1;2;0.3
2009-11-28;10;1;1;5.1;10.7;5.6;7.0;11.0;3.0;96;59;76;1;2;2;0
2009-11-29;9;8;8;2.8;8.3;3.9;4.9;8.5;1.3;95;79;92;1;2;1;0
2009-11-30;9;9;9;9.3;13.6;12.2;8.2;13.7;2.6;76;64;69;3;4;4;Spuren
2009-12-01;10;10;9;8.5;5.6;4.6;8.4;12.2;4.5;73;88;84;3;3;3;5.9
2009-12-02;1;4;4;4.1;7.3;4.1;6.0;8.3;3.7;82;68;84;3;2;2;0
2009-12-03;10;10;10;0.4;2.0;2.1;2.2;4.2;0.2;99;94;97;2;2;2;Spuren
2009-12-04;10;10;10;3.6;3.8;3.5;2.9;4.1;1.6;93;91;80;2;1;2;0
2009-12-05;9;8;4;4.7;6.7;2.2;4.8;7.3;2.2;75;65;81;2;2;1;0
2009-12-06;7;10;10;0.0;2.8;2.7;1.3;3.0;-0.4;91;85;90;1;2;2;0.5
2009-12-07;10;9;10;2.8;5.2;4.3;4.2;5.7;2.6;94;84;87;2;2;2;0.5
2009-12-08;10;10;10;4.0;6.6;6.2;5.0;6.7;3.2;94;87;86;3;3;4;21.4
2009-12-09;10;10;10;5.1;5.9;6.4;5.8;6.5;5.0;87;83;78;5;4;4;6.8
2009-12-10;7;9;8;5.4;7.8;5.7;7.3;9.3;5.3;81;72;86;2;2;2;6.4
2009-12-11;10;10;10;5.1;5.7;3.2;5.1;6.9;3.2;88;85;85;2;3;3;4
2009-12-12;10;9;10;2.5;2.5;1.5;2.5;3.4;1.5;73;76;74;3;3;2;Spuren
2009-12-13;10;10;10;;-1.5;-1.8;-0.2;1.6;-1.9;68;74;70;3;2;2;Spuren
2009-12-14;10;7;2;-3.3;-2.2;-4.0;-2.9;-1.8;-4.0;67;67;75;2;2;2;0
2009-12-15;8;4;3;-4.9;0.3;;-2.7;0.6;-6.0;85;67;70;1;3;2;0
2009-12-16;10;10;10;-3.3;-3.3;-4.5;-3.2;-1.9;-4.5;70;78;80;3;2;2;Spuren
2009-12-17;10;9;10;-4.6;-4.3;-5.3;-4.5;-3.6;-5.3;75;75;79;2;2;2;0.1
2009-12-18;6;8;9;-5.8;-2.6;-4.8;-4.7;-2.4;-7.0;77;70;83;2;2;2;Spuren
2009-12-19;5;10;10;-9.3;-6.4;-6.6;-7.2;-4.8;-9.6;88;87;86;1;1;2;4.5
2009-12-20;8;0;0;-11.7;-8.8;-10.7;-9.4;-6.6;-12.2;76;69;78;4;2;2;0
2009-12-21;3;9;10;;-6.1;-7.7;-9.1;-5.7;-12.4;83;77;81;2;2;3;Spuren
2009-12-22;9;3;7;-2.8;6.2;2.1;-0.6;6.9;-8.0;89;72;89;1;1;2;0
2009-12-23;9;8;9;7.4;7.0;;4.8;8.3;1.2;84;76;78;3;5;2;Spuren
2009-12-24;10;9;4;3.4;9.7;9.3;6.7;10.1;3.2;87;79;85;2;1;1;0.8
2009-12-25;10;10;10;14.2;13.2;6.9;10.6;14.2;6.9;72;61;73;3;4;4;3
2009-12-26;1;1;5;4.9;7.2;1.8;4.8;7.7;1.8;63;50;69;5;3;1;0
2009-12-27;9;9;7;0.7;3.2;1.4;1.6;4.0;-0.8;90;63;71;2;4;2;Spuren
2009-12-28;6;6;0;3.0;7.1;40.0;4.0;7.7;0.2;73;58;63;3;4;3;0
2009-12-29;0;8;10;-1.3;2.9;2.2;1.0;3.8;-1.9;78;71;74;1;2;3;0.8
2009-12-30;9;8;10;1.8;5.1;2.9;3.5;6.0;1.0;89;76;94;1;2;2;0
2009-12-31;5;9;9;1.1;8.5;;4.9;8.6;1.1;96;78;92;1;2;1;0.2
